case,op,process_id,repeat,input_hash,output_hash,rmse_vs_run0,mae,max_abs,cosine,first_mismatch,nax_enabled,zero_pad_mode,sync_mode
fox2026_step0_block0,qkv,91868,90,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,qkv,91868,91,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,qkv,91868,92,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,qkv,91868,93,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,qkv,91868,94,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,qkv,91868,95,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,qkv,91868,96,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,qkv,91868,97,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,qkv,91868,98,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,qkv,91868,99,e6cabd41f05e5325,1900045fc35b9a50,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,0,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,1,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,2,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,3,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,4,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,5,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,6,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,7,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,8,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,9,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,10,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,11,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
